"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"526","Browns DST","CLV","dst","11","17","96.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.1227","0.3865","11.7772","15.7616","7.7707","1.6674","1400.9611","0.5332","0.2478","0.6154","2.6216","4.7447","4.3195","2.9941","1.4568","0","0","0","0","0","0","0","0","0","0"
"527","Broncos DST","DEN","dst","10","17","96.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.0337","0.3851","12.3198","15.4848","7.6684","1.7086","1551.9992","0.5881","0.2494","0.6448","2.6573","4.7449","4.3197","2.9612","1.4226","0","0","0","0","0","0","0","0","0","0"
"528","Jets DST","NYJ","dst","13","17","96.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.7937","0.3885","11.0592","16.0805","7.9044","1.604","1412.205","0.5342","0.2461","0.5967","2.553","4.7123","4.2899","2.9872","1.6148","0","0","0","0","0","0","0","0","0","0"
"529","49ers DST","SF","dst","8","17","95.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.8663","0.3855","12.2279","15.5879","7.7157","1.705","1654.5856","0.6126","0.2474","0.6143","2.6162","4.7251","4.3114","2.9847","1.5009","0","0","0","0","0","0","0","0","0","0"
"530","Bills DST","BUF","dst","7","17","95.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.9931","0.3837","12.095","15.4607","7.649","1.6846","1733.4519","0.636","0.2491","0.6441","2.5842","4.739","4.3143","2.9648","1.5045","0","0","0","0","0","0","0","0","0","0"
"531","Giants DST","NYG","dst","8","17","94.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.2232","0.3887","12.0861","15.7305","7.7594","1.6922","1530.9368","0.5694","0.2475","0.6293","2.4859","4.7378","4.3132","3.0313","1.555","0","0","0","0","0","0","0","0","0","0"
"532","Colts DST","IND","dst","13","17","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.5056","0.386","12.0995","15.3722","7.5861","1.6781","1570.7187","0.5844","0.2478","0.6409","2.6513","4.7027","4.291","2.9875","1.4789","0","0","0","0","0","0","0","0","0","0"
"533","Cowboys DST","DAL","dst","14","17","92.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.2985","0.3862","12.2514","15.5156","7.6519","1.698","1642.9196","0.6044","0.2488","0.603","2.3478","4.7636","4.3367","3.0899","1.6102","0","0","0","0","0","0","0","0","0","0"
"534","Raiders DST","LV","dst","13","17","92.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.7813","0.3902","11.7792","15.4744","7.6114","1.6444","1455.7958","0.5465","0.2473","0.6582","2.6131","4.7342","4.3099","2.9527","1.4847","0","0","0","0","0","0","0","0","0","0"
"535","Titans DST","TEN","dst","9","17","91.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.3815","0.3876","11.975","15.3969","7.5798","1.6642","1360.0849","0.5246","0.2491","0.6185","2.4563","4.7696","4.3421","3.0504","1.5141","0","0","0","0","0","0","0","0","0","0"
"536","Buccaneers DST","TB","dst","10","17","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.267","0.3883","11.6025","15.4139","7.6124","1.6338","1574.8348","0.5859","0.2461","0.6261","2.5802","4.6705","4.2902","3.0552","1.5315","0","0","0","0","0","0","0","0","0","0"
"537","Bears DST","CHI","dst","10","17","90.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.9985","0.3854","12.2111","15.3611","7.5845","1.6888","1548.0782","0.5831","0.2484","0.6167","2.4657","4.7549","4.3287","3.0577","1.528","0","0","0","0","0","0","0","0","0","0"
"538","Commanders DST","WAS","dst","7","17","90.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.3857","0.3898","12.5461","15.3452","7.5753","1.7196","1529.7763","0.5741","0.2484","0.602","2.3402","4.7555","4.3293","3.0814","1.6431","0","0","0","0","0","0","0","0","0","0"
"539","Chargers DST","LAC","dst","7","17","87.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.0489","0.3852","12.4716","14.9465","7.3848","1.6939","1530.5011","0.5812","0.2478","0.6409","2.6499","4.7134","4.291","2.9591","1.498","0","0","0","0","0","0","0","0","0","0"
"540","Saints DST","NO","dst","8","17","87.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.3018","0.3872","11.9836","14.8576","7.3155","1.6409","1440.4678","0.5494","0.2475","0.5999","2.623","4.6966","4.314","2.9974","1.5216","0","0","0","0","0","0","0","0","0","0"
"541","Vikings DST","MIN","dst","6","17","86.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.9443","0.388","12.1248","15.0104","7.3915","1.6582","1512.4057","0.5739","0.2487","0.6469","2.541","4.7613","4.3345","2.9908","1.4769","0","0","0","0","0","0","0","0","0","0"
"542","Falcons DST","ATL","dst","11","17","85.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.114","0.3876","11.6807","14.9017","7.3328","1.6104","1555.6104","0.5822","0.248","0.6159","2.5636","4.7484","4.3229","3.027","1.4743","0","0","0","0","0","0","0","0","0","0"
"543","Dolphins DST","MIA","dst","6","17","84.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.6403","0.3904","11.4987","15.2064","7.4608","1.6019","1423.5466","0.5292","0.2488","0.6029","2.305","4.7629","4.3361","3.0478","1.6964","0","0","0","0","0","0","0","0","0","0"
"544","Panthers DST","CAR","dst","5","17","83.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.9185","0.3888","11.9278","14.9077","7.3352","1.6356","1449.611","0.5505","0.2468","0.6276","2.4471","4.7247","4.3012","3.0186","1.6339","0","0","0","0","0","0","0","0","0","0"
"545","Cardinals DST","ARZ","dst","14","17","80.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.5513","0.3909","11.9597","14.9507","7.3365","1.6354","1486.5661","0.5437","0.2466","0.5979","2.2907","4.68","4.2989","3.131","1.7548","0","0","0","0","0","0","0","0","0","0"
