"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"163","Daniel Jones","IND","qb","13","17","228","0","338.8835","483.6671","3368.9175","19.9848","10.5522","37.4997","55.6746","303.6515","1.1424","0","0","0","0","5.4271","2.7108","1.3302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","Aaron Rodgers","PIT","qb","9","17","227.4","0","335.4465","481.4281","3308.8092","24.2867","8.5884","30.3193","35.8346","116.8918","0.87","0","0","0","0","4.2257","2.1267","1.2301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Jacoby Brissett","ARZ","qb","14","17","227.4","0","350.5786","510.9754","3461.6579","21.2212","10.0508","41.7112","47.2132","213.6862","1.0189","0","0","0","0","5.8064","2.9192","1.252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Gunnar Helm","TEN","te","9","17","93.3","0","0","0","0","0","0","0","0","0","0","73.3767","53.8944","472.2141","3.2488","0.581","0.3206","0.1524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","Mike Gesicki","CIN","te","6","17","92.8","0","0","0","0","0","0","0","0","0","0","65.6377","46.717","465.52","3.8409","0.5036","0.2779","0.1759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Caleb Douglas","MIA","wr","6","17","113","0","0","0","0","0","0","0","0","0","0","81.4052","52.8966","655.5688","3.5304","0.5702","0.3147","0.2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Cade Otton","TB","te","10","17","92.5","0","0","0","0","0","0","0","0","0","0","66.1037","48.4665","465.8837","3.6468","0.5225","0.2883","0.179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","Terrance Ferguson","LA","te","11","17","91.4","0","0","0","0","0","0","0","0","0","0","65.4632","37.4251","482.8443","4.0778","0.4034","0.2227","0.187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","Samaje Perine","CIN","rb","6","17","67.8","0","0","0","0","0","0","0","74.3926","320.9859","2.2139","19.9487","16.6943","114.7817","0.5554","1.1861","0.5419","0.1675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Bryce Young","CAR","qb","5","17","221.9","0","338.245","493.4145","3302.3215","20.9043","9.7523","36.1269","42.558","270.3174","0.2314","0","0","0","0","5.0878","2.5481","1.1897","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Tyler Allgeier","ARZ","rb","14","17","65.3","0","0","0","0","0","0","0","82.4387","351.4904","2.6978","13.6967","11.3175","74.1574","0.2847","1.2369","0.5578","0.1339","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","Ty Johnson","BUF","rb","7","17","65","0","0","0","0","0","0","0","41.9515","179.6447","1.5793","30.3424","24.2644","181.2735","1.1564","0.8289","0.394","0.1517","539.1465","0.1378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","MarShawn Lloyd","GB","rb","11","17","64.8","0","0","0","0","0","0","0","76.4763","315.8766","2.2998","17.8216","14.394","98.4755","0.5253","1.1895","0.5407","0.1447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","Braelon Allen","NYJ","rb","13","17","61.5","0","0","0","0","0","0","0","82.9035","337.0056","2.1339","13.608","11.0482","78.8199","0.4058","1.2403","0.559","0.1179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Jalen McMillan","TB","wr","10","17","103.8","0","0","0","0","0","0","0","4.7306","28.0319","0.196","68.9286","44.3812","550.4528","3.7984","0.5424","0.2922","0.1921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Adonai Mitchell","NYJ","wr","13","17","101.1","0","0","0","0","0","0","0","0.7821","4.6794","0.0237","79.38","45.9874","567.9357","3.4896","0.5063","0.2782","0.1802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","Evan Engram","DEN","te","10","17","80.6","0","0","0","0","0","0","0","0.4194","2.504","0.0165","64.2261","48.1264","418.5939","2.4244","0.5245","0.2888","0.1606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","Charlie Kolar","LAC","te","7","17","78.5","0","0","0","0","0","0","0","0","0","0","55.8288","41.0017","403.0414","2.985","0.442","0.2439","0.1422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","Calvin Ridley","TEN","wr","9","17","98.5","0","0","0","0","0","0","0","2.3198","13.8325","0.0844","77.3584","44.7084","569.627","2.9172","0.5133","0.2798","0.163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","Devaughn Vele","NO","wr","8","17","97.8","0","0","0","0","0","0","0","0","0","0","75.707","50.4952","531.2989","3.2729","0.5443","0.3004","0.1745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","Michael Mayer","LV","te","13","17","77.4","0","0","0","0","0","0","0","0","0","0","57.3416","42.7352","396.2699","2.7801","0.4607","0.2542","0.1366","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","George Holani","SEA","rb","11","17","55","0","0","0","0","0","0","0","72.7669","297.9641","2.1364","11.5539","9.3957","66.4235","0.3003","1.0854","0.4888","0.1157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","Jordyn Tyson","NO","wr","8","11","97.3","0","0","0","0","0","0","0","0","0","0","71.992","47.1333","547.7016","3.2062","0.5081","0.2804","0.1668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","Mike Washington Jr.","LV","rb","13","17","54.1","0","0","0","0","0","0","0","58.8976","249.8722","1.6839","17.0322","13.6451","97.3846","0.5123","0.9437","0.4316","0.1053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","Darren Waller","CAR","te","5","17","75.2","0","0","0","0","0","0","0","0","0","0","54.8055","37.2939","382.0921","3.0902","0.402","0.2219","0.1313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","Ryan Flournoy","DAL","wr","14","17","95.2","0","0","0","0","0","0","0","0.8244","4.9365","0.0293","66.2493","45.6702","516.5245","3.3682","0.5035","0.2766","0.1802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","Jaylen Wright","MIA","rb","6","17","50.9","0","0","0","0","0","0","0","57.9341","247.6514","1.6683","14.7118","12.168","84.3449","0.367","0.9147","0.4171","0.0996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","Cam Ward","TEN","qb","9","17","205.8","0","364.7609","537.6131","3493.5173","18.4377","12.053","49.7874","33.0032","188.6556","0.3291","0","0","0","0","6.5949","3.34","1.1253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","Tyrone Tracy","NYG","rb","8","17","50.5","0","0","0","0","0","0","0","57.0554","240.8711","1.6648","14.9158","11.8753","82.3351","0.4801","0.8997","0.4101","0.1043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","Kaelon Black","SF","rb","8","17","50.5","0","0","0","0","0","0","0","71.6906","308.1042","2.2636","5.7325","4.6665","34.5419","0.1776","1.0199","0.4543","0.1049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","DJ Giddens","IND","rb","13","17","49.2","0","0","0","0","0","0","0","41.0813","168.813","1.322","22.2898","17.8496","122.6837","0.6085","0.748","0.3506","0.1099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","Geno Smith","NYJ","qb","13","17","204.5","0","321.6693","451.3077","3242.5818","19.8528","11.1027","38.7211","42.1859","161.0823","0.8014","0","0","0","0","5.3552","2.6966","1.0422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","Jerry Jeudy","CLV","wr","11","17","91.1","0","0","0","0","0","0","0","0.4069","2.3339","0.0142","70.7583","43.3914","527.9495","2.752","0.4732","0.2606","0.1638","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","Malik Davis","DAL","rb","14","17","47.9","0","0","0","0","0","0","0","58.1212","244.3525","1.6764","12.1558","9.7524","68.3306","0.3507","0.8912","0.4038","0.1072","110.0624","0.0281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","Emari Demercado","KC","rb","5","17","47.8","0","0","0","0","0","0","0","42.8037","196.6206","1.1923","18.2764","14.6137","105.0469","0.6065","0.7364","0.3416","0.1055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","Isaiah Davis","NYJ","rb","13","17","47.8","0","0","0","0","0","0","0","29.3291","126.0714","0.7556","27.216","21.9499","160.4508","0.6856","0.6333","0.3051","0.0923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","Jonah Coleman","DEN","rb","10","17","47","0","0","0","0","0","0","0","44.0399","189.5947","1.4233","17.6769","14.036","96.983","0.5551","0.7469","0.3455","0.0936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","Keenan Allen","IND","wr","13","17","88.7","0","0","0","0","0","0","0","0","0","0","67.984","46.6114","483.2793","2.8786","0.5025","0.2773","0.186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","Tre Harris","LAC","wr","7","17","88.7","0","0","0","0","0","0","0","0.4256","2.5094","0.0173","65.4155","44.1873","501.2699","2.7159","0.4821","0.2654","0.167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","Ray Davis","BUF","rb","7","17","45.8","0","0","0","0","0","0","0","40.6268","179.2168","1.2669","15.9987","12.9592","94.5679","0.6178","0.6892","0.3188","0.1038","714.6826","0.1826","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","De'Zhaun Stribling","SF","wr","8","17","87.3","0","0","0","0","0","0","0","0","0","0","60.7645","39.9877","503.6525","2.8484","0.4311","0.2379","0.1747","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","Emmett Johnson","KC","rb","5","17","44.6","0","0","0","0","0","0","0","38.7447","166.0111","1.234","17.6672","14.1995","102.6711","0.6057","0.6771","0.315","0.0984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","Chris Brooks","GB","rb","11","17","43.6","0","0","0","0","0","0","0","44.5747","192.4102","1.3188","15.037","12.2787","83.3171","0.4118","0.7352","0.3383","0.098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","Cooper Kupp","SEA","wr","11","17","84.6","0","0","0","0","0","0","0","0","0","0","60.0525","42.7862","463.8158","2.8294","0.4612","0.2545","0.1714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","Kimani Vidal","LAC","rb","7","17","41.3","0","0","0","0","0","0","0","43.412","182.4013","1.1431","14.0982","11.3194","81.3673","0.4736","0.7091","0.3256","0.0829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","Xavier Legette","CAR","wr","5","17","83.3","0","0","0","0","0","0","0","2.4739","14.7782","0.0718","63.6629","39.7554","438.7481","2.8288","0.462","0.2512","0.1551","544.3557","0.1391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","Colby Parkinson","LA","te","11","17","60.7","0","0","0","0","0","0","0","0","0","0","41.2176","29.9457","295.3556","2.7115","0.3228","0.1782","0.1177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","Josh Williams","TB","rb","10","17","38.5","0","0","0","0","0","0","0","55.9066","229.1323","1.5803","5.6499","4.4946","32.7761","0.1944","0.8046","0.3594","0.0792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","Ja'Kobi Lane","BLT","wr","13","17","80.4","0","0","0","0","0","0","0","0","0","0","55.1711","36.0608","445.9182","2.9786","0.3887","0.2145","0.1878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","Trevor Etienne","CAR","rb","5","17","37.5","0","0","0","0","0","0","0","28.862","120.9351","0.8089","16.6077","13.2355","89.8515","0.4322","0.533","0.2505","0.0696","1036.1127","0.4551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Elijah Arroyo","SEA","te","11","17","59.4","0","0","0","0","0","0","0","0","0","0","42.9734","31.3571","303.7024","2.2451","0.338","0.1866","0.1226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","Ollie Gordon II","MIA","rb","6","17","37.1","0","0","0","0","0","0","0","45.1968","182.3049","1.5178","8.3367","6.8795","48.0393","0.2424","0.6854","0.3098","0.0692","332.8877","0.0851","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","Adam Randall","BLT","rb","13","17","36.9","0","0","0","0","0","0","0","52.8264","235.1394","1.7969","2.5308","2.0552","14.8321","0.0912","0.7366","0.3265","0.075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","Nicholas Singleton","TEN","rb","9","17","36.5","0","0","0","0","0","0","0","30.9308","133.0813","0.937","16.4955","12.9897","87.8029","0.4368","0.5583","0.2613","0.0646","73.0603","0.0187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","Kendrick Bourne","ARZ","wr","14","17","78.8","0","0","0","0","0","0","0","0","0","0","61.933","41.3645","457.2541","2.1021","0.4459","0.2461","0.1492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","Jordan James","SF","rb","8","17","36.2","0","0","0","0","0","0","0","51.9435","214.3662","1.4289","5.7325","4.6716","34.3895","0.1615","0.7529","0.3368","0.0805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","Zachariah Branch","ATL","wr","11","17","78.2","0","0","0","0","0","0","0","0","0","0","53.9166","34.56","431.0094","2.5417","0.3725","0.2056","0.1345","1036.1881","0.4566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","Jack Bech","LV","wr","13","17","78.1","0","0","0","0","0","0","0","0","0","0","59.6126","39.4334","443.8157","2.3689","0.4251","0.2346","0.142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","Jahan Dotson","ATL","wr","11","17","77.7","0","0","0","0","0","0","0","0","0","0","56.3129","34.5627","447.5565","2.6279","0.3726","0.2056","0.1404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","David Njoku","LAC","te","7","17","56.3","0","0","0","0","0","0","0","0","0","0","40.6027","30.056","284.4811","2.1671","0.324","0.1788","0.1034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","Theo Johnson","NYG","te","8","17","55.9","0","0","0","0","0","0","0","0","0","0","42.5376","29.3905","287.4139","2.0979","0.3168","0.1749","0.1132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","Jaylin Noel","HST","wr","8","17","76","0","0","0","0","0","0","0","6.056","35.1249","0.2352","51.728","34.2085","377.949","2.2869","0.4507","0.2395","0.1337","1012.3641","0.4383","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","Rashod Bateman","BLT","wr","13","17","75.4","0","0","0","0","0","0","0","0","0","0","50.6157","31.7853","408.8404","3.1064","0.3426","0.1891","0.1723","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","Deshaun Watson","CLV","qb","11","17","188.3","0","273.3519","393.9134","2715.5593","16.7478","7.7654","38.8666","47.8444","291.8086","0.441","0","0","0","0","5.4951","2.7519","0.9277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Kendre Miller","NO","rb","8","17","32.2","0","0","0","0","0","0","0","50.599","212.3877","1.2888","3.3966","2.7567","18.7379","0.0776","0.714","0.3175","0.0582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","Jaydon Blue","DAL","rb","14","17","32","0","0","0","0","0","0","0","43.694","180.3076","1.2376","6.0779","4.9373","34.2687","0.1833","0.6442","0.2893","0.0723","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","Demario Douglas","NE","wr","11","17","74.2","0","0","0","0","0","0","0","3.7617","22.4654","0.1261","49.1836","35.4588","405.3523","2.1923","0.4331","0.2333","0.1456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","Germie Bernard","PIT","wr","9","17","73.9","0","0","0","0","0","0","0","0.7862","4.7004","0.041","53.3557","33.9925","403.9933","2.6491","0.3771","0.2069","0.1359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","Erick All","CIN","te","6","17","53.3","0","0","0","0","0","0","0","0","0","0","37.9669","28.7681","264.185","2.1037","0.3101","0.1711","0.1018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","Tyler Badie","DEN","rb","10","17","31","0","0","0","0","0","0","0","3.7748","15.6855","0.1068","25.3369","20.4576","137.3763","0.6718","0.2716","0.1442","0.0674","620.8738","0.1587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","Dawson Knox","BUF","te","7","17","51.9","0","0","0","0","0","0","0","0","0","0","35.3075","25.9687","260.0536","2.1663","0.2799","0.1545","0.1135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","Andrei Iosivas","CIN","wr","6","17","72.1","0","0","0","0","0","0","0","0.7223","4.3185","0.0235","52.7676","34.786","374.4689","2.8074","0.3848","0.2112","0.1425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","Mason Taylor","NYJ","te","13","17","51.5","0","0","0","0","0","0","0","0","0","0","39.69","29.6912","268.1704","1.666","0.3201","0.1766","0.0897","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","Darnell Mooney","NYG","wr","8","17","71.4","0","0","0","0","0","0","0","0","0","0","55.2437","33.3897","411.4659","2.2723","0.3599","0.1986","0.147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","Cyrus Allen","KC","wr","5","17","71.4","0","0","0","0","0","0","0","0","0","0","49.9556","32.4432","400.3679","2.546","0.3497","0.193","0.1287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","Kaytron Allen","WAS","rb","7","17","29","0","0","0","0","0","0","0","25.511","110.6409","0.8783","11.191","8.9905","62.5992","0.3583","0.4419","0.2053","0.0613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","Tahj Brooks","CIN","rb","6","17","28.7","0","0","0","0","0","0","0","38.6408","158.0783","1.0856","5.1481","4.2025","29.1879","0.1546","0.5679","0.2549","0.073","530.2646","0.1355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","Darnell Washington","PIT","te","9","17","50.5","0","0","0","0","0","0","0","0","0","0","36.9385","27.2246","248.8305","2.0229","0.2935","0.162","0.0935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","Noah Gray","KC","te","5","17","49.8","0","0","0","0","0","0","0","0","0","0","35.3344","25.9255","250.8725","1.9869","0.2795","0.1542","0.091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","Isaac TeSlaa","DET","wr","6","17","69.4","0","0","0","0","0","0","0","0","0","0","46.6969","29.2353","368.9579","2.9842","0.3151","0.1739","0.141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","Tyquan Thornton","KC","wr","5","17","69.1","0","0","0","0","0","0","0","0","0","0","45.6911","26.4038","408.9136","2.5213","0.2846","0.1571","0.1177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
